epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1795.72,1.3094,0.99359,1.32587,0.95916,0.7917,0.87016,0.58497,1.27163,0.82836,1.20277,0.00126631,0.00126631,0.00126631
25,1868.64,1.25506,0.91726,1.31064,0.97289,0.81765,0.89181,0.5373,1.4786,0.85099,1.26536,0.00125923,0.00125923,0.00125923
26,1941.76,1.22378,0.91431,1.29579,0.92291,0.82866,0.88298,0.59107,1.2694,0.79979,1.19786,0.00125216,0.00125216,0.00125216
27,2015.23,1.2232,0.938,1.2654,0.91543,0.84202,0.89935,0.5972,1.31218,0.7747,1.18429,0.00124509,0.00124509,0.00124509
28,2092.47,1.25873,0.9281,1.29345,0.95644,0.87641,0.90931,0.57293,1.30366,0.77061,1.2094,0.00123801,0.00123801,0.00123801
29,2168.78,1.22983,0.92976,1.27243,0.93247,0.81466,0.88816,0.57395,1.34504,0.88498,1.25328,0.00123094,0.00123094,0.00123094
30,2245.66,1.22943,0.93404,1.27583,0.96877,0.81621,0.89367,0.57562,1.34262,0.77846,1.21151,0.00122387,0.00122387,0.00122387
31,2318.3,1.22717,0.90244,1.2737,0.97586,0.82979,0.90649,0.57786,1.34097,0.73032,1.20923,0.00121679,0.00121679,0.00121679
32,2391.81,1.20213,0.90725,1.27363,0.93538,0.8671,0.91421,0.56125,1.45927,0.77059,1.2665,0.00120972,0.00120972,0.00120972
33,2466.08,1.18696,0.87795,1.25486,0.94213,0.84013,0.91084,0.54677,1.39571,0.74688,1.26073,0.00120265,0.00120265,0.00120265
34,2539.17,1.22141,0.90467,1.28822,0.94304,0.84878,0.90683,0.55649,1.42106,0.80253,1.25422,0.00119557,0.00119557,0.00119557
35,2611.16,1.20086,0.88887,1.25699,0.96649,0.83834,0.91705,0.55991,1.47067,0.79519,1.27742,0.0011885,0.0011885,0.0011885
36,2684.29,1.20209,0.85208,1.25921,0.92994,0.85231,0.90912,0.59771,1.22482,0.74941,1.15634,0.00118143,0.00118143,0.00118143
37,2757.23,1.16379,0.85771,1.24288,0.96184,0.81266,0.91206,0.59929,1.24246,0.71093,1.17407,0.00117435,0.00117435,0.00117435
38,2830.48,1.1945,0.89595,1.26524,0.97118,0.80154,0.90328,0.58236,1.29869,0.75488,1.21794,0.00116728,0.00116728,0.00116728
39,2902.48,1.17754,0.84127,1.22795,0.94799,0.85951,0.92816,0.59128,1.29779,0.67926,1.19015,0.00116021,0.00116021,0.00116021
40,2976.61,1.16442,0.83075,1.22959,0.93617,0.8372,0.91343,0.58246,1.38348,0.74196,1.22484,0.00115313,0.00115313,0.00115313
41,3050.03,1.13704,0.80128,1.22165,0.97149,0.8488,0.91578,0.55127,1.43666,0.74893,1.27268,0.00114606,0.00114606,0.00114606
42,3123.19,1.14149,0.80226,1.22294,0.9628,0.80907,0.87834,0.57864,1.288,0.88088,1.191,0.00113898,0.00113898,0.00113898
43,3196.07,1.14901,0.80012,1.21424,0.97274,0.84728,0.91612,0.61588,1.27668,0.70613,1.19161,0.00113191,0.00113191,0.00113191
44,3268.87,1.1168,0.79767,1.2232,0.9602,0.84132,0.91757,0.61109,1.26158,0.68243,1.15827,0.00112484,0.00112484,0.00112484
45,3342.37,1.1251,0.80524,1.22135,0.92418,0.8502,0.90745,0.60515,1.25472,0.68818,1.17129,0.00111776,0.00111776,0.00111776
46,3414.74,1.15023,0.80564,1.24029,0.9614,0.83731,0.91813,0.63749,1.13692,0.66747,1.12137,0.00111069,0.00111069,0.00111069
47,3487.9,1.13234,0.79525,1.23912,0.96289,0.8538,0.91827,0.63084,1.13493,0.66339,1.10697,0.00110362,0.00110362,0.00110362
48,3560.36,1.10052,0.78347,1.19515,0.96942,0.84554,0.91012,0.60594,1.2693,0.68455,1.17333,0.00109654,0.00109654,0.00109654
49,3635.05,1.13776,0.80692,1.22012,0.98032,0.84505,0.91731,0.61797,1.21638,0.67996,1.15729,0.00108947,0.00108947,0.00108947
50,3709.02,1.11908,0.7737,1.22278,0.98911,0.84133,0.91274,0.65424,1.06945,0.61895,1.09139,0.0010824,0.0010824,0.0010824
51,3782.26,1.13053,0.8074,1.2293,0.93676,0.87294,0.91907,0.68702,0.99045,0.59168,1.0507,0.00107532,0.00107532,0.00107532
52,3856.8,1.1344,0.76375,1.2233,0.97315,0.861,0.92007,0.62479,1.15304,0.61887,1.14522,0.00106825,0.00106825,0.00106825
53,3929.73,1.1285,0.79353,1.22033,0.97395,0.87809,0.93007,0.5937,1.36916,0.67611,1.18481,0.00106118,0.00106118,0.00106118
54,4002.71,1.11938,0.77701,1.2128,0.98723,0.86925,0.92763,0.64843,1.13086,0.62663,1.09166,0.0010541,0.0010541,0.0010541
55,4074.77,1.13725,0.80883,1.2209,0.96931,0.8826,0.92415,0.61822,1.23066,0.67677,1.15424,0.00104703,0.00104703,0.00104703
56,4148.65,1.12361,0.78309,1.21472,0.9242,0.87796,0.92529,0.65805,1.07642,0.63686,1.0892,0.00103995,0.00103995,0.00103995
57,4223.57,1.09689,0.7545,1.20521,0.96378,0.8667,0.92578,0.64843,1.10096,0.61858,1.10017,0.00103288,0.00103288,0.00103288
58,4296.42,1.12592,0.77847,1.22367,0.97555,0.86375,0.91876,0.65131,1.13594,0.66034,1.14739,0.00102581,0.00102581,0.00102581
59,4368.68,1.10969,0.76993,1.20432,0.97863,0.84766,0.92339,0.60959,1.27182,0.66546,1.14421,0.00101873,0.00101873,0.00101873
60,4442.06,1.11178,0.78481,1.21261,0.97662,0.86643,0.92928,0.67217,1.08697,0.61715,1.07567,0.00101166,0.00101166,0.00101166
61,4516.61,1.11012,0.76593,1.21318,0.97023,0.85578,0.92268,0.60348,1.31638,0.62572,1.20291,0.00100459,0.00100459,0.00100459
62,4589.43,1.09109,0.73495,1.18978,0.95515,0.88005,0.93016,0.66449,1.12958,0.59746,1.1056,0.000997513,0.000997513,0.000997513
63,4662.58,1.074,0.72009,1.17792,0.97413,0.86353,0.92692,0.64659,1.18796,0.63737,1.11573,0.00099044,0.00099044,0.00099044
64,4735.15,1.07453,0.72305,1.18936,0.96264,0.87929,0.92663,0.69106,1.02132,0.56929,1.05114,0.000983366,0.000983366,0.000983366
65,4809.15,1.09324,0.72723,1.207,0.97013,0.88721,0.91818,0.65159,1.11144,0.6382,1.11075,0.000976293,0.000976293,0.000976293
66,4881.99,1.06373,0.72303,1.18656,0.97257,0.87677,0.93245,0.65144,1.1137,0.57496,1.09521,0.000969219,0.000969219,0.000969219
67,4956,1.07786,0.72228,1.19243,0.95977,0.87014,0.9215,0.6221,1.24585,0.63994,1.166,0.000962146,0.000962146,0.000962146
68,5029.13,1.06701,0.72488,1.19036,0.97979,0.8821,0.93038,0.70207,0.94614,0.54088,1.03546,0.000955072,0.000955072,0.000955072
69,5102.56,1.0567,0.71476,1.18542,0.96832,0.86872,0.92396,0.69938,0.97957,0.56754,1.05046,0.000947999,0.000947999,0.000947999
70,5174.68,1.03385,0.67027,1.1638,0.9783,0.8737,0.93378,0.69216,1.01136,0.5622,1.04949,0.000940925,0.000940925,0.000940925
71,5247.46,1.07459,0.71329,1.1763,0.95905,0.87675,0.92574,0.69613,0.96525,0.55167,1.03847,0.000933851,0.000933851,0.000933851
72,5324.57,1.05496,0.69227,1.17883,0.96568,0.90248,0.93674,0.68491,1.0162,0.53668,1.03914,0.000926778,0.000926778,0.000926778
73,5398.21,1.02062,0.66971,1.15573,0.96643,0.86909,0.92963,0.64707,1.20688,0.58771,1.10625,0.000919704,0.000919704,0.000919704
74,5471.54,1.05679,0.68848,1.17491,0.97369,0.87869,0.93108,0.69982,0.97091,0.55882,1.04428,0.000912631,0.000912631,0.000912631
75,5544.78,1.09686,0.71395,1.19573,0.97278,0.89828,0.93786,0.69702,0.98679,0.53419,1.04357,0.000905557,0.000905557,0.000905557
76,5617.58,1.04524,0.69593,1.1787,0.96675,0.87861,0.93004,0.63522,1.2297,0.62772,1.11478,0.000898484,0.000898484,0.000898484
77,5690.98,1.05164,0.69811,1.18227,0.96734,0.88161,0.91712,0.65009,1.11918,0.61427,1.09328,0.00089141,0.00089141,0.00089141
78,5764.08,1.04418,0.67307,1.16914,0.97127,0.89127,0.93131,0.64554,1.15669,0.56647,1.11051,0.000884337,0.000884337,0.000884337
79,5837.36,1.04644,0.69416,1.18192,0.9604,0.87924,0.92256,0.6643,1.12423,0.59789,1.10433,0.000877263,0.000877263,0.000877263
80,5911.02,1.02513,0.65824,1.14679,0.99125,0.88878,0.9401,0.69633,1.01179,0.53492,1.05932,0.00087019,0.00087019,0.00087019
81,5983.49,1.0457,0.68874,1.17137,0.97516,0.87215,0.93077,0.67241,1.0929,0.55379,1.09236,0.000863116,0.000863116,0.000863116
82,6056.06,1.06258,0.71247,1.19038,0.9865,0.87751,0.94035,0.68045,1.06164,0.56253,1.06425,0.000856042,0.000856042,0.000856042
83,6129.77,1.0539,0.69574,1.16982,0.96742,0.87551,0.93459,0.68662,1.04196,0.56795,1.05725,0.000848969,0.000848969,0.000848969
84,6203.03,1.04875,0.69505,1.16583,0.9681,0.87242,0.93647,0.69946,1.03663,0.55418,1.05236,0.000841895,0.000841895,0.000841895
85,6275.31,1.00634,0.6557,1.15062,0.95251,0.90959,0.93367,0.69234,1.09968,0.55177,1.08287,0.000834822,0.000834822,0.000834822
86,6349.48,1.00931,0.6411,1.14754,0.95793,0.91117,0.94121,0.69542,1.04231,0.52152,1.04633,0.000827748,0.000827748,0.000827748
87,6423.71,1.02022,0.65644,1.15852,0.98245,0.88177,0.93888,0.7116,0.97599,0.51049,1.02678,0.000820675,0.000820675,0.000820675
88,6496.58,1.02263,0.64892,1.14083,0.96791,0.89668,0.93291,0.6924,1.02781,0.55455,1.04899,0.000813601,0.000813601,0.000813601
89,6568.97,1.02189,0.64922,1.15569,0.98723,0.89457,0.93475,0.68576,1.05265,0.54098,1.05288,0.000806528,0.000806528,0.000806528
90,6642.73,1.03103,0.67075,1.14446,0.96564,0.89613,0.94021,0.67994,1.0824,0.53766,1.06208,0.000799454,0.000799454,0.000799454
91,6716.54,1.0162,0.65038,1.13509,0.9769,0.88769,0.93866,0.72704,0.88867,0.53445,0.98923,0.00079238,0.00079238,0.00079238
92,6789.54,1.01271,0.65734,1.14133,0.96128,0.88636,0.93637,0.70176,1.00425,0.53425,1.01661,0.000785307,0.000785307,0.000785307
93,6863.42,0.99529,0.66248,1.12871,0.99068,0.89038,0.93862,0.72437,0.90894,0.49798,0.99627,0.000778233,0.000778233,0.000778233
94,6936.08,1.01138,0.63877,1.14068,0.97855,0.89558,0.9371,0.70964,0.9213,0.50072,1.01643,0.00077116,0.00077116,0.00077116
95,7009.45,1.00704,0.61626,1.12893,0.95261,0.89964,0.93781,0.70725,0.97169,0.50794,1.02957,0.000764086,0.000764086,0.000764086
96,7082.57,0.98154,0.60819,1.12024,0.97467,0.89063,0.94184,0.7346,0.86826,0.49845,0.99039,0.000757013,0.000757013,0.000757013
97,7156.5,1.00238,0.63344,1.13764,0.98942,0.90221,0.93574,0.7106,0.98104,0.50115,1.01685,0.000749939,0.000749939,0.000749939
98,7229.42,0.9892,0.63335,1.13012,0.98588,0.8808,0.9327,0.73388,0.8405,0.50571,0.98159,0.000742866,0.000742866,0.000742866
99,7304.07,0.98586,0.64784,1.12419,0.97268,0.89553,0.93401,0.72861,0.88677,0.51511,1.00743,0.000735792,0.000735792,0.000735792
100,7380.11,0.99681,0.63391,1.13896,0.98478,0.88768,0.9374,0.72279,0.89277,0.50652,1.0063,0.000728719,0.000728719,0.000728719
101,7453.12,0.9806,0.60682,1.11647,0.96469,0.89346,0.94521,0.70776,1.00181,0.51761,1.03592,0.000721645,0.000721645,0.000721645
102,7528.64,0.96402,0.63623,1.12301,0.95083,0.90109,0.93688,0.7265,0.86467,0.50672,0.98134,0.000714571,0.000714571,0.000714571
103,7601.72,0.97671,0.63051,1.12489,0.96335,0.90607,0.93776,0.71252,0.93965,0.48276,1.01625,0.000707498,0.000707498,0.000707498
104,7676.36,0.98497,0.61739,1.12083,0.97023,0.90341,0.94107,0.72566,0.91939,0.52423,0.99952,0.000700424,0.000700424,0.000700424
105,7749.25,0.97032,0.62049,1.13331,0.97952,0.8856,0.93467,0.72709,0.89164,0.4946,1.00585,0.000693351,0.000693351,0.000693351
106,7823.78,0.96032,0.61164,1.1155,0.98504,0.90814,0.94099,0.70528,0.99044,0.51287,1.02384,0.000686277,0.000686277,0.000686277
107,7899.34,0.97206,0.6052,1.11986,0.9636,0.90351,0.9362,0.70362,1.00329,0.5087,1.02823,0.000679204,0.000679204,0.000679204
108,7971.84,0.95844,0.59462,1.10733,0.97191,0.90104,0.93287,0.67927,1.06907,0.53013,1.04544,0.00067213,0.00067213,0.00067213
109,8045.95,1.00103,0.628,1.1464,0.97458,0.89884,0.94059,0.72515,0.90384,0.48748,1.00411,0.000665057,0.000665057,0.000665057
110,8118.18,0.95104,0.57803,1.10365,0.97872,0.88214,0.94437,0.72374,0.92144,0.48366,1.00597,0.000657983,0.000657983,0.000657983
111,8191.02,0.98384,0.59715,1.1239,0.95619,0.91799,0.94033,0.71774,0.95547,0.49318,1.02622,0.000650909,0.000650909,0.000650909
112,8264.4,0.94974,0.59662,1.11134,0.97782,0.89731,0.93662,0.73583,0.86907,0.48899,0.99015,0.000643836,0.000643836,0.000643836
113,8337.98,0.96488,0.60429,1.12127,0.95826,0.90135,0.93343,0.72887,0.90999,0.50173,1.00679,0.000636762,0.000636762,0.000636762
114,8411.62,0.93616,0.59757,1.09741,0.94858,0.90682,0.93009,0.72458,0.90692,0.50486,1.00321,0.000629689,0.000629689,0.000629689
115,8483.57,0.9605,0.58023,1.11117,0.9571,0.90382,0.93107,0.72663,0.89109,0.49484,0.99529,0.000622615,0.000622615,0.000622615
116,8557.79,0.94263,0.57776,1.09675,0.96731,0.89803,0.93648,0.7465,0.85477,0.46364,0.9766,0.000615542,0.000615542,0.000615542
117,8631.14,0.91442,0.56207,1.09703,0.97828,0.89431,0.93889,0.74157,0.8472,0.46583,0.97751,0.000608468,0.000608468,0.000608468
118,8704.72,0.9341,0.57201,1.11075,0.96515,0.90238,0.93997,0.72613,0.92685,0.49344,1.00968,0.000601395,0.000601395,0.000601395
119,8777.65,0.92732,0.56277,1.09685,0.97622,0.87082,0.93364,0.7238,0.88983,0.48853,1.01167,0.000594321,0.000594321,0.000594321
120,8850.34,0.95095,0.5805,1.10644,0.97205,0.88495,0.9402,0.73964,0.8711,0.47759,0.98123,0.000587248,0.000587248,0.000587248
121,8923.65,0.93418,0.58663,1.09834,0.98017,0.90549,0.93866,0.73805,0.89153,0.48221,0.98855,0.000580174,0.000580174,0.000580174
122,8999.78,0.93198,0.57249,1.1039,0.97218,0.90248,0.93521,0.73966,0.86002,0.48166,0.97808,0.0005731,0.0005731,0.0005731
123,9073.38,0.9248,0.57754,1.11086,0.99188,0.88759,0.9309,0.75178,0.83779,0.47828,0.98171,0.000566027,0.000566027,0.000566027
124,9145.58,0.92429,0.56708,1.0969,0.97329,0.89675,0.93554,0.76324,0.80603,0.47777,0.95105,0.000558953,0.000558953,0.000558953
125,9218.78,0.91864,0.56547,1.0852,0.97312,0.89077,0.94069,0.74763,0.85433,0.48069,0.9708,0.00055188,0.00055188,0.00055188
126,9290.61,0.92686,0.57313,1.10759,0.98431,0.88636,0.93826,0.76455,0.81107,0.47034,0.95487,0.000544806,0.000544806,0.000544806
127,9368.4,0.94864,0.57804,1.10595,0.97724,0.89979,0.93152,0.75103,0.8312,0.48194,0.96675,0.000537733,0.000537733,0.000537733
128,9441.57,0.91403,0.55744,1.07424,0.98414,0.88636,0.93343,0.75552,0.85072,0.47729,0.96047,0.000530659,0.000530659,0.000530659
129,9514.95,0.92971,0.56742,1.09323,0.9902,0.8985,0.93281,0.74222,0.85287,0.4893,0.97007,0.000523586,0.000523586,0.000523586
130,9587.71,0.90238,0.54299,1.07333,0.96787,0.90643,0.93848,0.72647,0.91218,0.4926,0.98946,0.000516512,0.000516512,0.000516512
131,9660.52,0.92001,0.55201,1.09123,0.96965,0.91201,0.9397,0.73731,0.87787,0.48262,0.99093,0.000509438,0.000509438,0.000509438
132,9733.36,0.91849,0.55024,1.09497,0.99267,0.90324,0.94086,0.73403,0.92563,0.48851,0.98764,0.000502365,0.000502365,0.000502365
133,9806.19,0.92593,0.55662,1.09765,0.98934,0.90416,0.93745,0.74214,0.85679,0.46836,0.9633,0.000495291,0.000495291,0.000495291
134,9880.38,0.90838,0.55088,1.09111,0.99099,0.88587,0.93742,0.75125,0.84577,0.491,0.968,0.000488218,0.000488218,0.000488218
135,9954.94,0.90952,0.54639,1.08235,0.97721,0.90478,0.93939,0.74827,0.85409,0.48356,0.96195,0.000481144,0.000481144,0.000481144
136,10027.1,0.92622,0.56007,1.09008,0.98881,0.89058,0.93167,0.73345,0.88554,0.49125,0.97161,0.000474071,0.000474071,0.000474071
137,10103.8,0.91972,0.55372,1.09299,0.97511,0.90612,0.94577,0.73805,0.90908,0.48574,0.98651,0.000466997,0.000466997,0.000466997
138,10178.5,0.90989,0.53429,1.09669,0.97479,0.89723,0.94133,0.74609,0.87353,0.47266,0.9707,0.000459924,0.000459924,0.000459924
139,10252.2,0.88909,0.54409,1.07343,0.96804,0.90912,0.93687,0.76733,0.80662,0.45322,0.95265,0.00045285,0.00045285,0.00045285
140,10325.4,0.88803,0.54735,1.0742,0.96948,0.90625,0.94389,0.74561,0.89412,0.46978,0.97619,0.000445777,0.000445777,0.000445777
141,10410.5,0.90504,0.55563,1.07941,0.95867,0.91167,0.94659,0.76787,0.77747,0.43564,0.9424,0.000438703,0.000438703,0.000438703
142,10485.6,0.88989,0.53064,1.06781,0.95839,0.91108,0.9435,0.75287,0.8666,0.45564,0.96343,0.000431629,0.000431629,0.000431629
143,10558.3,0.89562,0.52831,1.08978,0.98406,0.90547,0.94581,0.77715,0.7705,0.42415,0.94105,0.000424556,0.000424556,0.000424556
144,10631.1,0.88199,0.5249,1.07486,0.98507,0.90648,0.94852,0.74695,0.8932,0.458,0.9912,0.000417482,0.000417482,0.000417482
145,10702.9,0.89142,0.52739,1.08076,0.97924,0.90949,0.95231,0.77597,0.80832,0.4298,0.9512,0.000410409,0.000410409,0.000410409
146,10775.5,0.88049,0.51773,1.06915,0.97561,0.90053,0.94277,0.78742,0.71573,0.43485,0.93182,0.000403335,0.000403335,0.000403335
147,10849.5,0.89213,0.53653,1.07803,0.97638,0.88636,0.94617,0.77108,0.79749,0.43969,0.94453,0.000396262,0.000396262,0.000396262
148,10922.6,0.87693,0.54047,1.07327,0.96634,0.90746,0.94181,0.77678,0.76728,0.43638,0.93952,0.000389188,0.000389188,0.000389188
149,10995.8,0.85421,0.50021,1.06569,0.97943,0.89196,0.94351,0.77302,0.78615,0.43073,0.94884,0.000382115,0.000382115,0.000382115
150,11069.8,0.89089,0.52997,1.07887,0.98549,0.88924,0.93924,0.7676,0.81383,0.44937,0.95567,0.000375041,0.000375041,0.000375041
151,11141.9,0.86277,0.50112,1.05737,0.98074,0.89659,0.93541,0.75418,0.88111,0.46342,0.97487,0.000367967,0.000367967,0.000367967
152,11216.1,0.87625,0.5068,1.06824,0.97421,0.91589,0.93232,0.74527,0.86282,0.44439,0.96983,0.000360894,0.000360894,0.000360894
153,11289.9,0.89139,0.52026,1.07868,0.98251,0.90434,0.93631,0.77524,0.73521,0.43184,0.92857,0.00035382,0.00035382,0.00035382
154,11363.2,0.86774,0.5125,1.06116,0.97562,0.90566,0.94205,0.76261,0.82187,0.43448,0.95232,0.000346747,0.000346747,0.000346747
155,11435.8,0.86892,0.49549,1.06795,0.98438,0.90243,0.94006,0.76571,0.78928,0.43381,0.95281,0.000339673,0.000339673,0.000339673
156,11508.8,0.85564,0.49916,1.04847,0.98748,0.90219,0.94109,0.78328,0.76771,0.42254,0.9392,0.0003326,0.0003326,0.0003326
157,11586.5,0.85896,0.50803,1.05236,0.97984,0.91497,0.95073,0.77991,0.78173,0.41299,0.93984,0.000325526,0.000325526,0.000325526
158,11660.1,0.87359,0.5097,1.06311,0.98749,0.89626,0.95407,0.77003,0.82863,0.4194,0.94722,0.000318453,0.000318453,0.000318453
159,11733.9,0.88109,0.51555,1.08031,0.97772,0.91167,0.94932,0.76263,0.84853,0.4305,0.96789,0.000311379,0.000311379,0.000311379
160,11807.2,0.86447,0.49728,1.05329,0.98276,0.90324,0.95017,0.76599,0.84148,0.43575,0.95318,0.000304306,0.000304306,0.000304306
161,11879.3,0.84066,0.49367,1.04791,0.98559,0.90309,0.94696,0.78334,0.77331,0.43028,0.9356,0.000297232,0.000297232,0.000297232
162,11953.5,0.8586,0.50175,1.07169,0.99399,0.89058,0.94319,0.78517,0.75727,0.42596,0.93141,0.000290158,0.000290158,0.000290158
163,12026.3,0.84735,0.48427,1.05984,0.97454,0.90867,0.94321,0.77284,0.77397,0.42108,0.93546,0.000283085,0.000283085,0.000283085
164,12099.8,0.83056,0.48364,1.04591,0.97285,0.91253,0.94188,0.78128,0.76221,0.40913,0.93111,0.000276011,0.000276011,0.000276011
165,12173.6,0.86703,0.49446,1.06992,0.97055,0.91589,0.94059,0.78618,0.71402,0.41023,0.9277,0.000268938,0.000268938,0.000268938
166,12246,0.86459,0.49507,1.05569,0.9836,0.91106,0.94374,0.74865,0.87202,0.435,0.96783,0.000261864,0.000261864,0.000261864
167,12319.3,0.83384,0.47088,1.0437,0.97585,0.91139,0.94563,0.78452,0.75538,0.40073,0.93599,0.000254791,0.000254791,0.000254791
168,12394.4,0.84315,0.47157,1.04105,0.97746,0.91167,0.94208,0.76087,0.84002,0.42522,0.96305,0.000247717,0.000247717,0.000247717
169,12469.6,0.84451,0.48315,1.03969,0.98513,0.90746,0.94586,0.75915,0.84163,0.42292,0.94703,0.000240644,0.000240644,0.000240644
170,12545,0.84258,0.48621,1.0463,0.98852,0.89772,0.94651,0.75842,0.87549,0.44463,0.95962,0.00023357,0.00023357,0.00023357
171,12621.4,0.8322,0.46875,1.03783,0.97631,0.90131,0.94209,0.78146,0.75904,0.43121,0.92627,0.000226497,0.000226497,0.000226497
172,12696.9,0.83973,0.49123,1.04026,0.96996,0.90746,0.94529,0.79003,0.73398,0.41834,0.92385,0.000219423,0.000219423,0.000219423
173,12770.3,0.83843,0.48375,1.04992,0.98267,0.8948,0.94246,0.78508,0.76632,0.42168,0.94317,0.000212349,0.000212349,0.000212349
174,12843.6,0.83482,0.47594,1.03533,0.98417,0.9099,0.9425,0.7768,0.77504,0.41792,0.94056,0.000205276,0.000205276,0.000205276
175,12917.3,0.84966,0.47936,1.04896,0.97469,0.91474,0.94605,0.79613,0.73308,0.40489,0.92108,0.000198202,0.000198202,0.000198202
176,12990.3,0.82285,0.46811,1.04472,0.98766,0.89826,0.94504,0.77644,0.79116,0.41479,0.94414,0.000191129,0.000191129,0.000191129
177,13064,0.86835,0.49994,1.06907,0.98701,0.91515,0.94452,0.79483,0.73041,0.40769,0.92425,0.000184055,0.000184055,0.000184055
178,13137.1,0.82013,0.47472,1.03787,0.98527,0.91989,0.94754,0.78796,0.76145,0.39954,0.93578,0.000176982,0.000176982,0.000176982
179,13210.3,0.82656,0.48141,1.03927,0.99075,0.91944,0.94928,0.79231,0.73896,0.39243,0.92636,0.000169908,0.000169908,0.000169908
180,13282.9,0.81282,0.47855,1.02821,0.98711,0.92009,0.94827,0.79994,0.70982,0.38666,0.91571,0.000162835,0.000162835,0.000162835
181,13355.9,0.80004,0.44274,1.03037,0.98051,0.90879,0.94848,0.78887,0.73828,0.39434,0.92907,0.000155761,0.000155761,0.000155761
182,13429.5,0.81432,0.46969,1.02238,0.97064,0.92145,0.94816,0.80106,0.71593,0.3805,0.92657,0.000148687,0.000148687,0.000148687
183,13502.7,0.82607,0.48005,1.03443,0.96877,0.92336,0.94894,0.79631,0.72312,0.37707,0.91702,0.000141614,0.000141614,0.000141614
184,13575.8,0.83043,0.4546,1.03307,0.98616,0.91851,0.94817,0.79841,0.72065,0.38068,0.91629,0.00013454,0.00013454,0.00013454
185,13648.5,0.79628,0.45608,1.02543,0.98215,0.91957,0.94863,0.81071,0.67454,0.37421,0.90723,0.000127467,0.000127467,0.000127467
186,13722,0.79916,0.45973,1.02955,0.98979,0.91578,0.9501,0.79908,0.73523,0.39184,0.9222,0.000120393,0.000120393,0.000120393
187,13796.4,0.80241,0.46764,1.03852,0.98519,0.91589,0.94915,0.79924,0.72119,0.38677,0.91597,0.00011332,0.00011332,0.00011332
188,13868.5,0.79751,0.44676,1.01762,0.98613,0.92021,0.94938,0.79528,0.74333,0.39018,0.91985,0.000106246,0.000106246,0.000106246
189,13941.4,0.80495,0.46486,1.03531,0.9835,0.92145,0.95116,0.79973,0.72789,0.38451,0.91366,9.91726e-05,9.91726e-05,9.91726e-05
190,14014.8,0.77939,0.44399,1.01534,0.98982,0.92056,0.94894,0.79377,0.72229,0.37904,0.91417,9.20991e-05,9.20991e-05,9.20991e-05
191,14089.8,0.67877,0.3432,0.92628,0.98625,0.91839,0.94851,0.78809,0.74425,0.3921,0.92363,8.50255e-05,8.50255e-05,8.50255e-05
192,14157.3,0.68315,0.33436,0.92997,0.99255,0.91416,0.94683,0.78578,0.75995,0.39908,0.92655,7.7952e-05,7.7952e-05,7.7952e-05
193,14224.1,0.66774,0.3371,0.93037,0.98019,0.91723,0.94596,0.78348,0.77072,0.39637,0.92929,7.08784e-05,7.08784e-05,7.08784e-05
194,14291.1,0.68102,0.33321,0.9292,0.98529,0.91631,0.94319,0.79543,0.72478,0.39148,0.91507,6.38049e-05,6.38049e-05,6.38049e-05
195,14358.4,0.67295,0.34278,0.93885,0.98209,0.90746,0.94684,0.78801,0.74977,0.39694,0.92213,5.67313e-05,5.67313e-05,5.67313e-05
196,14425.4,0.66666,0.33441,0.9317,0.98709,0.91452,0.94585,0.79876,0.70178,0.38598,0.9123,4.96578e-05,4.96578e-05,4.96578e-05
197,14491.6,0.66233,0.32735,0.94066,0.98381,0.91556,0.94515,0.79599,0.70841,0.38974,0.91296,4.25842e-05,4.25842e-05,4.25842e-05
198,14557.8,0.67022,0.33332,0.92766,0.98494,0.91673,0.94539,0.79721,0.71055,0.38859,0.91421,3.55107e-05,3.55107e-05,3.55107e-05
199,14624.1,0.6583,0.33026,0.92578,0.98598,0.91835,0.94615,0.80102,0.69479,0.37695,0.90862,2.84371e-05,2.84371e-05,2.84371e-05
200,14691.9,0.66492,0.32756,0.93351,0.98415,0.92013,0.94533,0.80305,0.69026,0.37657,0.90815,2.13636e-05,2.13636e-05,2.13636e-05
